material;k;T_fusion;T_hp;i_hp;j_hp;tipo_A;tipo_B;tipo_C;tipo_D;valor_A;valor_B;valor_C;valor_D
Uranium;27.0;1132.0;55.887;22;41;temp;temp;flu;temp;928.548;-110.746;-4672.763;984.744
Steel - Carbon, 1.5% C;36.0;1480.0;986.662;12;48;temp;flu;temp;temp;135.438;-3591.82;777.797;875.165
Tungsten;182.0;3422.0;1159.976;7;6;flu;flu;temp;flu;-8617.877;6186.493;156.831;-808.836
Magnesium;157.0;650.0;230.954;4;2;flu;temp;flu;temp;79.426;221.295;5939.498;-94.6
Steel - Nickel, 10% Ni;26.0;1450.0;481.809;16;21;temp;flu;temp;flu;403.095;1702.341;538.585;2074.523
Boron;31.7;2076.0;1061.914;38;19;flu;temp;temp;flu;-8901.085;1868.125;334.055;3011.371
Magnesium alloy AZ31B;100.0;620.0;67.476;22;42;flu;temp;temp;flu;6739.709;422.522;436.541;5734.824
Palladium;75.5;1554.0;1047.501;26;41;temp;temp;flu;flu;1419.873;1441.006;-2854.195;1584.066
Osmium;61.0;3033.0;2193.689;49;27;flu;flu;flu;flu;3069.978;-5520.08;-5418.238;-9386.092
Silver;428.0;961.0;949.411;23;38;flu;temp;flu;flu;-7895.782;-39.815;-6829.331;8351.565
Tin;68.2;232.0;-155.014;18;12;flu;temp;flu;flu;-4119.651;206.863;-8197.882;60.153
Magnesium;157.0;650.0;-104.505;38;1;temp;temp;temp;temp;-131.795;480.037;543.665;541.008
Zinc;122.0;419.0;267.131;22;40;flu;temp;flu;flu;8925.736;192.564;4306.331;-7287.031
Tungsten;182.0;3422.0;1311.253;30;48;flu;temp;flu;temp;-4929.663;1448.688;3102.114;3390.417
Copper - Cartridge Brass;120.0;920.0;-111.335;41;22;temp;temp;temp;temp;73.317;425.611;-68.924;164.386
Lead;35.5;327.0;54.737;5;13;temp;flu;temp;flu;241.422;-9699.76;-77.28;1780.868
Steel - Carbon, 1% C;43.0;1470.0;350.038;15;48;temp;temp;flu;temp;300.422;816.31;-2530.983;489.992
Platinum;71.5;1768.0;851.42;47;12;temp;flu;flu;flu;-145.681;5643.472;-4536.892;-438.335
Copper - Cartridge Brass;120.0;920.0;-140.224;22;43;flu;temp;flu;temp;-734.018;784.201;-1904.034;42.917
Tin;68.2;232.0;-87.074;37;40;temp;temp;temp;flu;-165.592;202.06;211.22;-247.247
Steel - Tungsten, 1% W;66.0;1450.0;1236.911;17;34;temp;flu;temp;flu;368.786;2568.104;282.095;-9619.674
Cesium;36.1;28.5;-21.54;13;8;temp;temp;flu;temp;-29.783;-45.078;-5205.367;-76.464
Lithium;79.2;180.0;-117.438;6;41;temp;temp;temp;flu;92.093;46.493;-98.436;-4098.521
Tantalum;57.4;3017.0;1334.832;33;25;flu;temp;temp;temp;2751.422;2471.738;1032.828;1215.772
Aluminum - Duralumin;164.0;650.0;-65.609;22;8;flu;flu;flu;flu;9261.764;3948.809;-300.62;6332.859
Silver;428.0;961.0;868.284;41;16;flu;temp;temp;flu;6118.927;571.49;384.961;0.046
Silver;428.0;961.0;662.258;41;14;flu;flu;flu;temp;1248.784;-6102.487;1637.875;-128.081
Tantalum;57.4;3017.0;-55.111;29;11;flu;flu;flu;temp;6546.438;-469.552;-9250.863;1598.995
Iron;83.5;1538.0;1221.503;38;44;flu;temp;temp;temp;2078.453;1449.786;1270.776;202.945
Cadmium;97.5;321.0;-23.207;31;40;flu;flu;flu;temp;-8649.598;9875.997;-5744.665;-130.431
Tantalum;57.4;3017.0;1563.438;45;31;temp;temp;temp;temp;2129.782;2444.61;2409.66;92.362
Hastelloy C;12.0;1390.0;26.582;41;40;temp;temp;temp;flu;354.003;689.978;471.704;-8764.222
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;805.346;28;0;temp;temp;temp;temp;616.348;379.071;193.587;122.151
Copper;401.0;1085.0;559.912;29;32;flu;temp;temp;temp;4366.751;890.452;-5.936;282.236
Copper;401.0;1085.0;953.944;39;47;flu;temp;temp;flu;-382.137;232.008;914.823;9903.821
Aluminum - Silumin;164.0;577.0;-137.738;16;20;flu;flu;temp;temp;-9801.921;-3826.736;136.816;20.35
Hafnium;23.3;2233.0;175.4;13;38;flu;temp;flu;temp;7810.957;794.765;-2280.413;-90.081
Aluminum - Duralumin;164.0;650.0;41.534;45;28;flu;flu;flu;temp;31.068;2302.634;-8004.961;-128.227
Silicon;168.0;1414.0;829.869;25;38;flu;flu;flu;flu;-137.381;1347.393;-8102.685;-5810.251
Solder 50-50;50.0;183.0;-120.602;7;21;temp;flu;temp;flu;-34.199;-3460.765;-33.388;5031.239
Silicon;168.0;1414.0;1170.03;23;20;flu;temp;flu;flu;-2129.789;280.138;-9190.766;-8914.651
Steel - Stainless, Type 304;14.4;1400.0;674.576;37;45;temp;flu;temp;flu;437.457;-6916.701;-171.329;-4953.913
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;1192.363;6;2;temp;temp;flu;flu;-41.993;-184.135;7893.263;-1569.838
Aluminum alloy 2014, annealed;190.0;507.0;100.295;33;17;flu;temp;temp;temp;-9907.168;19.539;-142.524;374.308
Zinc;122.0;419.0;-10.99;27;4;temp;temp;flu;flu;40.373;293.754;247.098;-3132.256
Molybdenum;139.0;2623.0;1046.583;25;2;flu;flu;flu;flu;7073.961;2335.864;9377.97;4657.572
Steel - Chrome, 5% Cr;40.0;1480.0;126.25;27;0;temp;temp;temp;temp;730.239;959.589;-83.208;197.384
Silicon;168.0;1414.0;1131.713;23;21;flu;flu;flu;temp;9009.194;8069.954;6392.979;1093.554
Molybdenum;139.0;2623.0;849.084;2;3;temp;temp;temp;temp;1207.161;-160.265;1810.034;842.879
Vanadium;31.3;1910.0;1510.627;36;15;temp;flu;flu;temp;124.382;1782.327;-7957.889;-43.18
Tin;68.2;232.0;-73.112;15;30;temp;flu;temp;temp;-48.924;260.24;-45.689;148.028
Aluminum;236.0;660.0;11.377;10;23;flu;flu;temp;flu;-4806.677;132.413;414.246;7961.884
Titanium;22.4;1668.0;1253.999;12;49;temp;flu;temp;temp;955.93;-4780.462;270.323;136.665
Hastelloy C;12.0;1390.0;-97.807;30;30;temp;flu;flu;temp;2.816;1356.277;-3202.583;276.95
Magnesium;157.0;650.0;141.96;26;9;flu;flu;flu;temp;2363.713;-4146.264;623.522;-103.088
Titanium;22.4;1668.0;1508.545;35;43;temp;flu;flu;flu;-172.808;8862.418;-8079.831;-3506.028
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;991.948;34;38;temp;temp;temp;flu;871.431;514.244;480.342;-5211.339
Tin;68.2;232.0;-54.189;5;5;flu;flu;temp;temp;-4628.098;-8909.959;-123.087;-62.841
Tin;68.2;232.0;-130.034;1;28;flu;temp;temp;flu;6039.644;77.09;-55.9;-7061.847
Zinc;122.0;419.0;149.967;35;26;temp;flu;temp;flu;-88.25;3586.901;226.256;-6580.011
Rubidium;58.3;39.3;-102.948;5;30;temp;flu;temp;flu;-116.663;6997.707;-167.284;-3255.927
Cobalt;104.0;1495.0;-47.36;6;26;flu;flu;temp;temp;-9796.898;-2232.637;-129.673;384.529
Boron;31.7;2076.0;413.076;45;48;temp;temp;flu;temp;1895.719;549.328;1884.431;991.609
Lithium;79.2;180.0;107.91;15;40;flu;temp;temp;flu;4785.204;18.444;12.415;4290.057
Aluminum - Silumin;164.0;577.0;539.784;37;20;temp;flu;flu;flu;25.535;9534.077;4219.276;794.389
Lithium;79.2;180.0;-2.222;31;23;temp;flu;flu;flu;149.807;1712.861;-8960.459;-3902.125
Copper - Admiralty Brass;111.0;900.0;738.044;22;33;flu;temp;temp;temp;-9568.331;26.797;390.136;352.604
Potassium;104.0;63.5;-49.164;41;10;temp;temp;temp;temp;-110.252;28.776;-137.759;-56.296
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;-1.795;45;23;flu;flu;flu;temp;-5126.609;-5345.147;-9362.686;509.714
Silver;428.0;961.0;865.979;14;45;temp;flu;temp;temp;678.944;-1655.814;-40.113;279.15
Aluminum - Duralumin;164.0;650.0;556.627;13;16;flu;temp;flu;temp;2942.463;136.065;6097.853;536.392
Osmium;61.0;3033.0;1886.326;5;47;flu;flu;flu;temp;-8288.35;-8599.75;9967.614;470.231
Magnesium alloy AZ31B;100.0;620.0;148.274;8;1;temp;flu;temp;temp;433.5;-9871.016;-23.036;539.597
Zirconium;23.2;1855.0;1735.683;13;0;temp;flu;temp;flu;1743.779;-9325.293;667.152;-5282.859
Zinc;122.0;419.0;-32.251;42;34;flu;flu;temp;temp;6026.617;2885.619;235.402;211.174
Incoloy;12.0;1390.0;770.102;36;30;temp;temp;flu;flu;1325.912;772.891;-8101.205;-2118.973
Aluminum;236.0;660.0;-24.23;43;17;temp;temp;flu;flu;-91.235;486.891;-8194.472;9521.436
Platinum;71.5;1768.0;498.768;25;5;flu;temp;temp;flu;-1108.208;-12.864;1252.03;2250.361
Platinum;71.5;1768.0;88.731;10;34;temp;flu;temp;temp;248.015;9542.856;788.833;575.537
Aluminum - Duralumin;164.0;650.0;18.55;7;39;flu;temp;flu;temp;921.661;335.786;-5067.131;79.312
Mercury;28.9;-39.0;-180.574;9;6;temp;temp;flu;temp;-190.624;-183.572;3143.777;-157.608
Sodium;135.0;97.8;-153.771;0;14;temp;temp;temp;temp;47.132;-8.305;-173.431;-14.928
Beryllium copper 25;80.0;870.0;104.844;20;28;flu;temp;flu;flu;-1708.219;-190.578;7777.745;-8005.96
Steel - Carbon, 0.5% C;54.0;1460.0;329.6;18;37;flu;temp;temp;temp;-6866.331;657.221;66.136;414.287
Aluminum - Silumin;164.0;577.0;-57.84;15;7;temp;temp;flu;flu;-30.117;522.471;-4936.918;9244.714
Tantalum;57.4;3017.0;1144.329;2;43;temp;temp;temp;flu;2804.726;1925.846;2807.886;876.214
Zinc;122.0;419.0;289.177;15;0;temp;flu;temp;flu;263.409;7145.714;363.537;250.459
Aluminum alloy 3003, rolled;190.0;643.0;-161.986;28;21;flu;flu;temp;flu;-258.249;-1374.633;35.495;6467.271
Uranium;27.0;1132.0;820.95;11;13;temp;temp;flu;temp;261.857;772.741;6327.657;-27.42
Aluminum bronze;70.0;1027.0;-66.282;14;30;temp;flu;flu;temp;429.284;4837.272;7785.75;750.643
Thorium;42.0;1750.0;1008.047;3;19;temp;temp;temp;flu;238.137;1298.079;1668.449;-4391.135
Aluminum - Duralumin;164.0;650.0;282.609;9;14;temp;temp;flu;temp;17.92;207.487;-1307.574;-96.298
Magnesium alloy AZ31B;100.0;620.0;536.188;45;29;temp;temp;flu;flu;145.965;168.815;-6266.788;-5650.094
Silicon;168.0;1414.0;888.669;22;27;temp;temp;flu;temp;-171.325;981.775;-4824.928;601.897
Cadmium;97.5;321.0;166.344;44;21;temp;flu;temp;temp;66.193;8226.158;90.567;-164.898
Copper - Brass (Yellow Brass);111.0;920.0;545.824;44;18;flu;temp;flu;temp;7753.516;527.418;5035.612;-3.29
Lithium;79.2;180.0;70.09;13;38;temp;flu;flu;temp;-175.746;9160.051;-5949.112;-132.2
Hastelloy C;12.0;1390.0;1192.999;17;23;flu;temp;flu;flu;-5614.634;87.935;-5311.982;1664.634
Iridium;148.0;2446.0;489.309;34;3;flu;flu;flu;temp;-3458.825;6844.33;-8811.845;760.363
Monel;26.0;1300.0;1050.122;43;7;temp;flu;temp;flu;1176.256;-756.22;815.644;-6037.051
Zinc;122.0;419.0;-145.65;5;15;flu;flu;temp;temp;9041.241;8007.542;373.991;-136.346
Boron;31.7;2076.0;494.471;22;2;temp;flu;temp;flu;-150.451;-4861.822;280.073;-4414.447
Copper - Bronze (75% Cu, 25% Sn);26.0;950.0;148.912;7;38;temp;temp;temp;flu;-53.661;851.283;841.971;-7812.568
Chromium;94.8;1907.0;844.831;15;2;temp;temp;flu;temp;1623.023;1364.397;-539.825;971.833
Aluminum alloy 2014, annealed;190.0;507.0;43.92;12;0;temp;flu;temp;flu;-41.013;6395.922;474.309;-4875.963
Boron;31.7;2076.0;466.135;49;0;temp;temp;temp;temp;578.075;1478.365;-14.998;483.591
Niobium;53.3;2477.0;2268.255;47;38;temp;temp;flu;temp;265.441;2087.392;5833.775;-8.306
Magnesium alloy AZ31B;100.0;620.0;186.035;41;10;flu;temp;flu;temp;2912.924;-135.616;4506.693;-122.978
Nickel;94.0;1455.0;1025.203;12;40;temp;temp;temp;temp;1162.757;612.664;217.302;506.814
Copper - Brass (Yellow Brass);111.0;920.0;56.67;18;32;temp;flu;temp;flu;873.844;-8387.036;810.373;7068.744
Steel - Hastelloy B;10.0;1390.0;454.923;6;44;flu;temp;flu;temp;1884.947;1243.107;-1690.621;609.39
Magnesium alloy AZ31B;100.0;620.0;356.133;10;33;flu;flu;temp;temp;-5857.293;1015.444;-147.363;516.897
Magnesium alloy AZ31B;100.0;620.0;288.149;0;13;temp;temp;flu;flu;27.829;223.992;-2125.561;-3504.963
Nickel;94.0;1455.0;-0.753;45;7;temp;temp;flu;temp;-1.034;769.153;3966.046;-53.844
Copper - Red Brass;61.0;920.0;-12.947;4;10;flu;temp;flu;temp;4994.355;482.621;6259.691;-35.428
Hafnium;23.3;2233.0;1688.946;42;9;temp;temp;temp;flu;465.659;603.86;1483.313;-5669.909
Steel - Carbon, 0.5% C;54.0;1460.0;693.965;38;24;temp;flu;flu;temp;812.342;-9411.776;9964.172;1026.432
Aluminum - Duralumin;164.0;650.0;78.803;30;29;temp;temp;flu;temp;267.063;379.247;-9593.886;-179.432
Copper - Admiralty Brass;111.0;900.0;543.146;21;42;flu;flu;flu;flu;-8861.63;-8152.51;4124.501;3646.88
Steel - Chrome, 10% Cr;31.0;1480.0;1103.874;46;41;flu;temp;flu;temp;-4222.719;81.23;-5756.138;1064.187
Aluminum - Silumin;164.0;577.0;-172.844;33;26;flu;temp;temp;temp;-3842.356;362.227;315.939;19.13
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;216.324;4;27;flu;flu;temp;temp;-9345.349;-4925.008;183.853;173.523
Copper - Admiralty Brass;111.0;900.0;11.157;19;31;flu;temp;flu;flu;-462.586;272.342;1271.366;350.538
Copper - Admiralty Brass;111.0;900.0;523.057;49;18;flu;temp;temp;flu;2619.684;705.241;25.188;-3692.59
Cobalt;104.0;1495.0;146.588;44;18;temp;temp;temp;flu;704.846;982.139;1465.314;-4139.561
Nickel;94.0;1455.0;1091.937;41;35;temp;flu;flu;temp;81.056;-998.118;-9856.806;1350.826
Steel - Nickel, 10% Ni;26.0;1450.0;219.926;20;35;temp;flu;temp;flu;1029.542;-6026.334;989.578;928.458
Steel - Carbon, 1.5% C;36.0;1480.0;1389.719;39;41;flu;flu;flu;temp;-5192.39;2517.986;7213.811;155.622
Nickel;94.0;1455.0;721.379;7;33;flu;flu;temp;temp;4240.425;13.683;1092.74;-108.711
Steel - Tungsten, 1% W;66.0;1450.0;-190.571;46;6;temp;temp;flu;temp;790.994;83.833;5020.375;1297.193
Hafnium;23.3;2233.0;2049.077;32;36;temp;flu;temp;temp;2119.904;4164.383;680.166;200.435
Boron;31.7;2076.0;1239.584;18;32;flu;flu;flu;flu;8650.806;-5492.514;7722.559;-3279.911
Copper - Red Brass;61.0;920.0;-185.923;26;35;flu;temp;flu;temp;-7745.078;28.507;-6782.893;678.935
Platinum;71.5;1768.0;1562.387;16;39;temp;temp;temp;flu;651.422;460.281;-123.209;5318.55
Aluminum alloy 2014, annealed;190.0;507.0;178.895;48;40;flu;flu;temp;flu;-7454.69;4883.283;399.584;7778.114
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;425.914;13;9;temp;temp;flu;temp;287.935;614.73;1793.448;1375.495
Mercury;28.9;-39.0;-117.925;10;25;flu;flu;flu;temp;730.536;343.243;572.82;-144.649
Aluminum alloy 2014, annealed;190.0;507.0;-68.838;1;29;flu;temp;temp;temp;2414.853;-151.492;-64.302;30.793
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;1335.747;36;46;flu;temp;temp;flu;1121.738;1322.723;1212.296;9023.409
Germanium;66.7;938.0;47.795;49;24;flu;temp;temp;temp;-4619.885;873.045;241.743;586.576
Tungsten;182.0;3422.0;-60.395;37;11;temp;temp;temp;flu;3227.934;868.722;3120.993;1209.154
Incoloy;12.0;1390.0;1331.618;48;49;temp;temp;flu;temp;490.758;498.097;-1452.441;642.66
Lithium;79.2;180.0;-169.857;5;49;flu;temp;flu;flu;-4952.471;-109.508;8088.581;-3752.215
Beryllium;218.0;1287.0;607.867;12;17;flu;flu;temp;flu;8208.517;-2229.588;1156.337;1671.542
Potassium;104.0;63.5;-180.831;26;39;temp;temp;temp;flu;-192.412;-152.226;-106.04;-470.804
Palladium;75.5;1554.0;645.777;47;13;temp;flu;temp;flu;721.207;7157.227;2.676;2914.321
Hastelloy C;12.0;1390.0;825.022;28;15;temp;temp;temp;flu;464.238;1329.593;872.761;-5880.207
Copper - Bronze (75% Cu, 25% Sn);26.0;950.0;771.218;38;24;temp;flu;temp;temp;-131.489;7425.936;121.204;902.653
Aluminum;236.0;660.0;490.101;9;10;flu;temp;flu;flu;7673.146;283.496;-4305.301;5301.995
Steel - Chrome, 5% Cr;40.0;1480.0;1379.694;32;29;temp;temp;temp;flu;719.441;1012.125;-104.41;-7094.427
Beryllium;218.0;1287.0;0.242;7;39;flu;flu;flu;temp;-4434.751;-7995.365;3857.957;1116.481
Steel - Nickel, 10% Ni;26.0;1450.0;657.466;36;4;flu;flu;flu;flu;2726.567;2803.763;-1736.866;-2033.577
Aluminum bronze;70.0;1027.0;809.361;39;47;temp;flu;temp;flu;162.203;3787.909;917.137;11.825
Aluminum bronze;70.0;1027.0;-34.894;31;13;temp;flu;flu;temp;702.299;667.44;-2813.832;-88.984
Steel - Nickel, 10% Ni;26.0;1450.0;28.907;6;30;temp;flu;flu;flu;989.389;2998.988;3197.097;-2839.606
Steel - Hastelloy C;8.7;1390.0;1075.815;40;40;flu;temp;flu;temp;3682.855;216.084;-9165.384;941.385
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;698.103;33;4;temp;temp;flu;flu;275.331;-147.312;8970.593;8689.928
Steel - Stainless, Type 347;14.3;1400.0;102.49;9;39;temp;flu;flu;temp;122.923;-5335.424;7483.613;290.183
Silver;428.0;961.0;185.277;27;36;flu;temp;flu;flu;-3876.574;730.811;-436.936;-4807.259
Steel - Nickel, 10% Ni;26.0;1450.0;1174.022;13;11;flu;temp;temp;temp;3032.492;160.403;939.004;1276.125
Inconel;15.0;1390.0;-3.879;32;13;flu;temp;flu;temp;1968.885;733.41;-1790.433;457.644
Aluminum alloy 360;150.0;575.0;-85.403;46;34;temp;temp;temp;temp;199.262;42.602;140.255;363.885
Zinc;122.0;419.0;-182.716;46;32;flu;temp;temp;flu;-7635.777;-157.373;63.314;-5184.463
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;637.271;24;45;flu;temp;flu;temp;707.637;744.925;7846.021;1306.526
Aluminum bronze;70.0;1027.0;553.585;46;10;flu;temp;temp;flu;-3830.732;705.944;153.041;7440.403
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;690.165;7;39;temp;flu;flu;temp;370.341;6365.319;-1066.309;195.884
Cesium;36.1;28.5;-167.186;6;39;temp;flu;temp;temp;-170.427;7009.069;-188.768;-175.076
Vanadium;31.3;1910.0;856.064;15;48;temp;flu;flu;temp;1459.6;-667.655;952.497;-142.79
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;1182.404;23;31;temp;temp;temp;temp;177.064;737.192;846.261;171.382
Aluminum alloy 2014, annealed;190.0;507.0;199.19;22;44;flu;flu;temp;temp;5127.336;6167.202;202.331;316.829
Lithium;79.2;180.0;-68.456;2;40;temp;flu;flu;flu;-73.133;7083.168;-9195.285;-7585.196
Steel - Nickel, 60% Ni;19.0;1450.0;642.495;9;47;temp;flu;temp;flu;-86.093;9461.262;1257.728;-2512.677
Steel - Stainless, Type 347;14.3;1400.0;975.539;11;41;temp;temp;flu;flu;427.308;1047.443;-2586.422;4312.443
Chromium;94.8;1907.0;1005.361;31;31;temp;flu;temp;flu;370.834;6103.114;86.153;-8077.285
Iron;83.5;1538.0;224.955;28;14;temp;temp;flu;flu;1308.481;1154.282;-9227.193;-2227.948
Copper - Cartridge Brass;120.0;920.0;-48.255;35;27;flu;temp;temp;temp;-3108.765;432.434;222.677;-115.571
Cadmium;97.5;321.0;-35.496;33;22;temp;temp;temp;temp;-25.466;-47.443;111.783;235.72
Bismuth;8.2;271.0;231.836;24;46;temp;temp;temp;temp;-130.595;243.949;170.565;107.172
Nickel;94.0;1455.0;263.664;15;11;temp;flu;temp;temp;1334.402;7617.088;154.189;773.087
Steel - Tungsten, 1% W;66.0;1450.0;454.188;40;48;flu;flu;flu;temp;-7876.775;-9660.72;7352.195;1071.785
Indium;83.7;157.0;-195.848;36;40;temp;temp;flu;temp;114.881;-18.463;6232.816;-45.781
Cesium;36.1;28.5;-148.605;13;12;temp;temp;flu;temp;-70.842;-138.096;-5387.518;-46.318
Aluminum - Silumin;164.0;577.0;483.077;3;15;flu;temp;temp;flu;-5763.585;52.95;426.459;3351.845
Steel - Nickel, 60% Ni;19.0;1450.0;1233.486;39;11;flu;temp;flu;temp;-4611.566;1200.932;258.267;326.976
Steel - Nickel, 60% Ni;19.0;1450.0;1139.522;5;16;temp;temp;temp;flu;454.621;665.271;1166.238;-1485.365
Steel - Nickel, 20% Ni;19.0;1450.0;478.693;39;27;temp;temp;temp;flu;1334.494;1399.439;79.644;3849.915
Steel - Nickel, 20% Ni;19.0;1450.0;1383.622;43;48;temp;temp;flu;temp;430.485;701.132;4616.355;547.62
Iron;83.5;1538.0;1443.73;21;22;flu;temp;flu;temp;-8591.371;376.985;-9486.513;44.764
Aluminum;236.0;660.0;107.706;24;44;flu;flu;flu;temp;-8802.56;-1879.777;8163.387;564.436
Gold;318.0;1064.0;987.035;27;40;temp;temp;flu;flu;577.028;540.941;-835.882;-7401.389
Chromium;94.8;1907.0;1468.418;2;29;temp;flu;temp;flu;86.58;-4684.401;1671.249;-2437.472
Cadmium;97.5;321.0;-141.179;27;7;temp;flu;temp;flu;32.251;6719.501;-133.872;-2075.274
Steel - Chrome, 5% Cr;40.0;1480.0;1243.404;12;10;flu;flu;flu;flu;5992.513;4266.687;-9375.357;1855.41
Cadmium;97.5;321.0;-76.747;20;48;temp;temp;flu;flu;61.292;107.825;-8913.277;-7688.265
Zinc;122.0;419.0;79.108;26;7;flu;flu;temp;flu;4652.074;8943.736;-104.903;583.834
Steel - Hastelloy C;8.7;1390.0;878.105;21;30;temp;temp;flu;flu;710.644;773.666;5647.276;7538.309
Germanium;66.7;938.0;495.72;48;15;flu;temp;temp;temp;-1637.111;47.268;892.567;723.67
Iron;83.5;1538.0;-188.522;15;42;flu;temp;flu;flu;-665.563;232.335;-9521.12;261.795
Copper - Phosphor bronze;50.0;900.0;229.247;38;38;temp;flu;temp;flu;18.792;8507.011;670.458;-3375.079
Copper - German Silver (Maillechort);24.9;900.0;369.579;33;2;temp;flu;temp;temp;381.203;6320.099;552.465;271.569
Osmium;61.0;3033.0;2759.518;43;28;temp;flu;flu;flu;1515.712;7940.436;-6565.082;7846.505
Molybdenum;139.0;2623.0;-49.341;16;37;temp;temp;temp;temp;769.593;2610.222;171.5;1693.074
Steel - Chrome, 1% Cr;61.0;1480.0;1289.888;22;48;flu;temp;temp;temp;959.98;1301.428;1153.495;1323.854
Copper - Red Brass;61.0;920.0;672.418;10;12;flu;flu;temp;temp;8819.875;-1528.999;544.335;-131.372
Rhenium;48.6;3180.0;950.65;30;29;flu;temp;temp;temp;-6453.768;357.81;1418.272;2104.245
Silver;428.0;961.0;-2.982;40;16;temp;temp;temp;flu;64.516;662.154;235.587;-5648.596
Zinc;122.0;419.0;1.317;23;6;flu;flu;temp;temp;-5345.321;-2624.298;269.618;-191.593
Platinum;71.5;1768.0;433.099;49;37;flu;temp;flu;temp;-5396.317;789.325;4852.33;475.279
Steel - Carbon, 0.5% C;54.0;1460.0;1145.015;4;7;temp;temp;flu;flu;969.738;1434.644;-9175.847;3290.231
Steel - Carbon, 1.5% C;36.0;1480.0;1314.82;8;41;temp;temp;temp;temp;771.459;126.24;235.953;1339.065
Steel - Chrome, 1% Cr;61.0;1480.0;300.287;11;32;temp;flu;flu;flu;1336.937;5673.482;9257.916;30.953
Steel - Stainless, Type 304;14.4;1400.0;896.318;19;22;temp;flu;flu;temp;325.408;-6318.409;5780.266;103.105
Aluminum alloy 3003, rolled;190.0;643.0;251.476;27;35;flu;temp;flu;temp;-9321.811;559.349;-792.857;215.16
Steel - Manganese, 1% Mn;50.0;1460.0;679.315;14;11;flu;flu;temp;flu;4982.169;-264.206;106.567;-4506.117
Zirconium;23.2;1855.0;411.608;25;45;flu;temp;flu;temp;360.358;1198.627;-5191.489;587.043
Cupronickel;29.0;1200.0;-114.341;29;42;temp;temp;flu;flu;497.901;1176.381;-58.66;498.092
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;96.673;42;0;flu;flu;temp;flu;-754.056;4389.713;105.929;-6619.88
Steel - Nickel, 10% Ni;26.0;1450.0;6.836;9;6;flu;temp;flu;temp;-7947.949;1095.138;-6282.063;1182.339
Aluminum alloy 2014, annealed;190.0;507.0;236.953;17;7;temp;temp;flu;temp;492.673;56.28;8641.115;182.86
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;8.944;14;20;temp;temp;flu;temp;165.128;366.349;-9894.969;1093.113
Cupronickel;29.0;1200.0;970.386;44;33;flu;temp;flu;temp;9903.281;907.132;-7523.786;238.36
Molybdenum;139.0;2623.0;624.234;2;42;flu;flu;flu;flu;1864.541;8660.822;147.472;4794.616
Steel - Hastelloy B;10.0;1390.0;371.322;43;41;flu;temp;temp;flu;1504.176;1186.652;1265.858;3808.685
Rubidium;58.3;39.3;-164.352;16;23;flu;temp;flu;temp;-5941.602;-15.352;-9777.21;-119.95
Steel - Stainless, Type 347;14.3;1400.0;973.262;3;40;temp;flu;temp;temp;61.607;1150.783;851.074;-121.074
Steel - Stainless, Type 304;14.4;1400.0;-43.295;47;21;temp;temp;flu;temp;-14.807;923.263;1711.798;843.748
Titanium;22.4;1668.0;242.152;38;47;temp;flu;temp;temp;676.695;1820.54;141.189;406.121
Magnesium alloy AZ31B;100.0;620.0;542.353;19;27;flu;flu;flu;temp;6341.835;-6394.277;-4129.718;61.296
Potassium;104.0;63.5;-102.847;11;2;flu;flu;temp;temp;-836.56;4911.572;-52.89;-147.413
Rhodium;151.0;1964.0;390.577;22;47;temp;flu;temp;temp;1806.82;-1072.988;304.965;1556.916
Rubidium;58.3;39.3;-11.639;1;48;temp;temp;flu;temp;-140.82;-107.954;-1062.628;-112.412
Palladium;75.5;1554.0;298.719;44;21;flu;flu;temp;temp;5923.529;6869.013;401.707;910.808
Copper;401.0;1085.0;-4.363;13;3;flu;temp;temp;flu;-2354.854;-144.526;999.496;-337.615
Osmium;61.0;3033.0;1458.352;41;39;flu;flu;temp;flu;-2911.974;-1232.848;-44.448;-7444.788
Iron;83.5;1538.0;1150.849;29;19;temp;flu;temp;flu;445.719;2985.544;900.357;-7981.422
Platinum;71.5;1768.0;901.668;27;7;flu;temp;temp;flu;-4471.99;1353.497;61.382;-5175.754
Cobalt;104.0;1495.0;908.379;23;7;flu;temp;flu;temp;1831.293;886.926;7474.185;181.647
Germanium;66.7;938.0;74.537;40;28;temp;temp;flu;temp;372.021;752.328;-2568.184;182.607
Sodium;135.0;97.8;-14.764;7;8;temp;temp;temp;flu;48.195;-68.865;-13.285;-8487.358
Monel;26.0;1300.0;876.75;21;48;flu;flu;temp;flu;-1499.926;9906.95;448.551;9420.33
