material;k;T_fusion;T_hp;i_hp;j_hp;tipo_A;tipo_B;tipo_C;tipo_D;valor_A;valor_B;valor_C;valor_D
Gold;318.0;1064.0;367.937;9;46;flu;temp;temp;temp;8889.965;606.897;31.586;-22.156
Platinum;71.5;1768.0;88.731;10;34;temp;flu;temp;temp;248.015;9542.856;788.833;575.537
Antimony;25.5;631.0;97.153;27;4;temp;flu;temp;temp;251.532;7592.763;56.606;201.482
Steel - Stainless, Type 304;14.4;1400.0;-43.295;47;21;temp;temp;flu;temp;-14.807;923.263;1711.798;843.748
Beryllium;218.0;1287.0;184.29;26;30;temp;temp;flu;temp;309.041;632.367;8134.664;532.676
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;600.158;33;49;flu;temp;temp;temp;6751.628;112.948;797.494;449.769
Uranium;27.0;1132.0;820.95;11;13;temp;temp;flu;temp;261.857;772.741;6327.657;-27.42
Nickel;94.0;1455.0;434.342;26;45;temp;flu;temp;temp;252.867;5755.718;1132.215;1369.901
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;932.174;37;9;flu;flu;temp;temp;-2177.007;-5557.703;828.525;1051.187
Aluminum - Duralumin;164.0;650.0;346.533;35;48;flu;temp;temp;temp;-195.971;419.376;-188.925;111.442
Aluminum - Silumin;164.0;577.0;-57.84;15;7;temp;temp;flu;flu;-30.117;522.471;-4936.918;9244.714
Copper - German Silver (Maillechort);24.9;900.0;-39.184;5;30;temp;flu;flu;temp;-167.439;-6042.28;2312.404;741.302
Copper - German Silver (Maillechort);24.9;900.0;524.142;42;18;temp;flu;temp;flu;447.956;-3248.289;590.366;5598.431
Platinum;71.5;1768.0;-40.148;22;19;temp;flu;flu;flu;77.155;-2388.711;4655.128;2999.643
Hastelloy C;12.0;1390.0;26.582;41;40;temp;temp;temp;flu;354.003;689.978;471.704;-8764.222
Antimony;25.5;631.0;-34.047;14;35;temp;temp;flu;flu;-104.305;503.371;7898.466;7597.408
Steel - Hastelloy B;10.0;1390.0;1211.186;33;8;temp;flu;flu;temp;-99.831;3348.528;-3137.428;679.454
Aluminum - Silumin;164.0;577.0;-45.201;17;17;flu;temp;temp;flu;-1933.716;219.974;197.55;-3981.391
Steel - Stainless, Type 304;14.4;1400.0;-148.042;39;26;temp;temp;flu;temp;1045.876;981.137;9157.943;333.024
Copper;401.0;1085.0;20.077;32;41;flu;flu;flu;flu;6099.965;-66.248;-8170.731;6946.165
Aluminum alloy 3003, rolled;190.0;643.0;-161.986;28;21;flu;flu;temp;flu;-258.249;-1374.633;35.495;6467.271
Antimony;25.5;631.0;297.07;48;31;temp;temp;temp;flu;326.768;436.89;159.245;-1797.819
Palladium;75.5;1554.0;1120.077;19;43;flu;temp;flu;flu;4249.553;1531.537;2380.174;-3667.115
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;1056.148;32;1;flu;temp;flu;flu;1026.313;-56.613;9858.011;3352.753
Silver;428.0;961.0;197.113;28;4;flu;temp;temp;temp;1219.859;56.244;-37.132;192.149
Copper - Admiralty Brass;111.0;900.0;523.057;49;18;flu;temp;temp;flu;2619.684;705.241;25.188;-3692.59
Hafnium;23.3;2233.0;1910.54;2;28;temp;temp;temp;flu;1858.665;-22.648;1817.5;-4644.119
Rhenium;48.6;3180.0;727.322;34;37;temp;temp;flu;temp;1397.194;1305.343;6004.875;542.421
Gold;318.0;1064.0;273.223;42;10;temp;temp;temp;flu;518.443;7.149;-192.563;-2005.629
Palladium;75.5;1554.0;1133.713;49;23;temp;flu;flu;temp;412.352;-3110.175;8795.052;1441.265
Aluminum alloy 2014, annealed;190.0;507.0;199.19;22;44;flu;flu;temp;temp;5127.336;6167.202;202.331;316.829
Palladium;75.5;1554.0;1047.501;26;41;temp;temp;flu;flu;1419.873;1441.006;-2854.195;1584.066
Silicon;168.0;1414.0;997.295;45;13;temp;flu;flu;temp;-186.166;-9644.096;-7298.25;1038.307
Tantalum;57.4;3017.0;-55.111;29;11;flu;flu;flu;temp;6546.438;-469.552;-9250.863;1598.995
Silicon;168.0;1414.0;1022.797;42;21;flu;flu;flu;temp;3792.067;4013.497;7384.967;1307.298
Aluminum bronze;70.0;1027.0;-66.282;14;30;temp;flu;flu;temp;429.284;4837.272;7785.75;750.643
Tantalum;57.4;3017.0;1144.329;2;43;temp;temp;temp;flu;2804.726;1925.846;2807.886;876.214
Steel - Carbon, 1.5% C;36.0;1480.0;1314.82;8;41;temp;temp;temp;temp;771.459;126.24;235.953;1339.065
Copper;401.0;1085.0;604.307;26;36;temp;temp;flu;flu;793.52;926.834;1638.19;4535.966
Steel - Hastelloy B;10.0;1390.0;371.322;43;41;flu;temp;temp;flu;1504.176;1186.652;1265.858;3808.685
Aluminum - Silumin;164.0;577.0;-138.762;3;39;flu;temp;flu;temp;4427.145;553.597;577.456;-155.803
Rhenium;48.6;3180.0;950.65;30;29;flu;temp;temp;temp;-6453.768;357.81;1418.272;2104.245
Copper;401.0;1085.0;559.912;29;32;flu;temp;temp;temp;4366.751;890.452;-5.936;282.236
Steel - Chrome, 1% Cr;61.0;1480.0;-179.452;23;44;temp;temp;temp;temp;972.216;536.555;773.004;1236.65
Chromium;94.8;1907.0;1204.037;37;8;temp;flu;flu;flu;1043.269;-7145.932;-2223.541;-5708.583
Steel - Carbon, 0.5% C;54.0;1460.0;329.6;18;37;flu;temp;temp;temp;-6866.331;657.221;66.136;414.287
Copper - Red Brass;61.0;920.0;-173.065;30;25;temp;temp;flu;flu;144.578;638.71;-8276.654;7423.327
Aluminum bronze;70.0;1027.0;681.666;36;16;temp;flu;temp;temp;908.422;-9110.466;883.552;43.213
Aluminum - Duralumin;164.0;650.0;583.318;15;42;temp;flu;flu;temp;436.396;2013.415;4953.653;-35.522
Copper - Brass (Yellow Brass);111.0;920.0;614.418;46;33;temp;temp;temp;flu;907.956;387.851;234.926;-4390.032
Silver;428.0;961.0;-169.755;14;35;temp;temp;flu;flu;678.589;717.744;-5810.475;-3978.882
Osmium;61.0;3033.0;3017.991;44;11;flu;temp;flu;temp;-5234.688;2196.731;-9246.757;236.212
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;1314.295;12;18;temp;temp;flu;flu;580.931;755.685;-4632.307;2264.851
Tantalum;57.4;3017.0;2833.057;28;10;flu;temp;temp;temp;3074.859;1269.514;2138.967;1125.338
Steel - Manganese, 1% Mn;50.0;1460.0;766.212;29;48;flu;flu;temp;flu;4584.602;-4109.908;939.296;-1427.299
Copper - Red Brass;61.0;920.0;749.618;6;25;flu;flu;flu;flu;-6491.289;-3632.103;-8965.798;3734.964
Copper - Cartridge Brass;120.0;920.0;-111.335;41;22;temp;temp;temp;temp;73.317;425.611;-68.924;164.386
Aluminum alloy 3003, rolled;190.0;643.0;-149.438;43;29;temp;temp;flu;temp;213.747;451.587;-7179.6;-191.807
Magnesium;157.0;650.0;384.546;17;36;temp;flu;flu;flu;237.59;1301.577;-9893.334;-335.726
Copper - German Silver (Maillechort);24.9;900.0;547.855;42;8;flu;flu;temp;temp;969.098;169.902;-158.048;762.65
Steel - Nickel, 60% Ni;19.0;1450.0;1139.522;5;16;temp;temp;temp;flu;454.621;665.271;1166.238;-1485.365
Steel - Nickel, 20% Ni;19.0;1450.0;-192.272;16;36;temp;flu;temp;flu;242.366;4743.603;524.653;-4824.872
Steel - Nickel, 20% Ni;19.0;1450.0;1383.622;43;48;temp;temp;flu;temp;430.485;701.132;4616.355;547.62
Zinc;122.0;419.0;17.967;46;1;temp;temp;temp;temp;212.632;132.046;310.069;-79.474
Steel - Chrome, 10% Cr;31.0;1480.0;504.453;29;31;temp;temp;temp;flu;877.117;673.203;579.799;4181.67
Tungsten;182.0;3422.0;1284.627;30;23;temp;temp;flu;flu;285.276;2279.915;-1051.469;8520.104
Uranium;27.0;1132.0;89.988;25;17;temp;temp;temp;flu;-73.077;676.006;948.175;-2034.931
Aluminum alloy 360;150.0;575.0;-163.009;37;47;temp;flu;flu;flu;543.568;6706.659;187.811;9509.153
Platinum;71.5;1768.0;-186.29;46;26;flu;flu;temp;flu;-233.295;3279.512;1301.588;-8168.153
Copper;401.0;1085.0;818.68;27;27;temp;flu;temp;flu;807.044;2646.458;412.677;-1095.505
Steel - Tungsten, 1% W;66.0;1450.0;1173.159;19;12;flu;flu;flu;temp;3907.853;5451.451;9147.862;-15.415
Aluminum alloy 2014, annealed;190.0;507.0;-68.838;1;29;flu;temp;temp;temp;2414.853;-151.492;-64.302;30.793
Inconel;15.0;1390.0;763.842;18;34;temp;temp;temp;temp;330.839;1374.858;116.454;314.286
Rubidium;58.3;39.3;-164.352;16;23;flu;temp;flu;temp;-5941.602;-15.352;-9777.21;-119.95
Copper;401.0;1085.0;101.421;23;18;flu;flu;flu;flu;5877.097;-3905.326;-5105.455;-8060.183
Hastelloy C;12.0;1390.0;1000.692;25;45;flu;flu;temp;temp;2714.971;-1020.825;870.383;-70.448
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;677.659;19;20;flu;temp;temp;flu;-1014.513;907.892;1057.168;-5628.275
Cadmium;97.5;321.0;181.973;27;30;temp;flu;temp;temp;-142.081;-5863.808;-126.852;-34.92
Aluminum - Duralumin;164.0;650.0;50.922;5;37;temp;flu;temp;flu;577.03;3339.908;205.004;7267.91
