material;k;T_fusion;T_hp;i_hp;j_hp;tipo_A;tipo_B;tipo_C;tipo_D;valor_A;valor_B;valor_C;valor_D
Rhenium;48.6;3180.0;3123.68;2;47;flu;temp;temp;flu;7412.878;3116.332;3099.711;-6355.514
Aluminum bronze;70.0;1027.0;986.704;24;48;temp;temp;temp;temp;-119.324;703.3;264.311;256.86
Bismuth;8.2;271.0;-93.553;37;17;flu;temp;temp;temp;3671.615;65.174;89.359;-190.27
Aluminum alloy 360;150.0;575.0;-58.768;40;0;flu;flu;flu;flu;9729.621;-3745.639;1148.335;-9090.795
Steel - Chrome, 10% Cr;31.0;1480.0;795.687;44;14;flu;temp;flu;temp;-7094.115;1434.528;3595.271;645.128
Aluminum bronze;70.0;1027.0;185.701;11;20;flu;flu;flu;temp;-4434.356;-7711.052;-7985.075;105.475
Palladium;75.5;1554.0;1047.829;30;41;flu;flu;temp;flu;-8796.455;-7489.725;467.395;-8697.125
Chromium;94.8;1907.0;1260.682;41;8;flu;flu;temp;temp;7148.725;-6319.065;1408.283;334.623
Steel - Stainless, Type 304;14.4;1400.0;137.437;23;48;temp;flu;temp;temp;-8.173;-6032.248;337.567;-42.727
Beryllium;218.0;1287.0;798.483;42;18;temp;temp;flu;temp;321.47;559.216;2730.881;254.019
Steel - Stainless, Type 347;14.3;1400.0;886.841;1;17;flu;temp;flu;temp;4665.163;1244.452;4496.93;226.414
Tin;68.2;232.0;131.946;37;30;temp;flu;flu;flu;-151.909;6500.288;-6211.223;-4936.982
Aluminum;236.0;660.0;-5.067;4;14;temp;flu;temp;temp;-21.762;-7543.618;57.346;120.793
Bismuth;8.2;271.0;23.748;17;30;flu;flu;flu;temp;5138.44;-1112.514;7562.646;195.845
Incoloy;12.0;1390.0;1024.658;2;3;temp;flu;temp;flu;-166.072;-9704.682;432.76;5166.382
Molybdenum;139.0;2623.0;2081.097;1;37;flu;flu;flu;flu;6471.064;-4716.113;7664.578;-5438.001
Copper - Brass (Yellow Brass);111.0;920.0;121.799;28;25;temp;temp;temp;temp;47.344;-127.096;753.733;-53.856
Magnesium;157.0;650.0;17.455;48;13;temp;temp;flu;temp;376.863;634.187;9457.536;307.744
Solder 50-50;50.0;183.0;171.246;32;36;flu;temp;temp;temp;-7596.534;-177.405;99.98;-142.396
Iron;83.5;1538.0;660.193;16;17;temp;flu;flu;temp;1390.578;-9696.701;1596.005;913.009
Germanium;66.7;938.0;606.605;16;0;temp;temp;flu;flu;374.67;846.542;-1188.217;-5325.459
Tungsten;182.0;3422.0;2635.637;41;4;temp;flu;flu;temp;1656.299;870.317;6916.159;1050.675
Rhodium;151.0;1964.0;1673.495;11;31;temp;flu;temp;flu;1098.321;-7638.48;-102.236;7192.622
Steel - Chrome, 10% Cr;31.0;1480.0;973.085;16;49;flu;temp;temp;temp;-8281.808;846.284;1105.944;1227.515
Cadmium;97.5;321.0;208.484;47;19;temp;flu;flu;flu;-73.831;1607.269;-2560.726;-9602.687
Steel - Chrome, 5% Cr;40.0;1480.0;476.358;37;39;flu;flu;flu;temp;6622.32;-601.207;-2044.648;342.373
Aluminum bronze;70.0;1027.0;350.448;30;45;temp;flu;temp;temp;157.823;-7194.395;158.741;410.76
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;977.082;43;26;flu;flu;temp;flu;9821.532;8407.82;12.542;2407.657
Steel - Carbon, 1% C;43.0;1470.0;220.903;42;20;temp;temp;flu;flu;264.79;563.498;-898.088;-6549.278
Aluminum;236.0;660.0;-183.834;9;4;temp;temp;flu;flu;-60.063;590.081;-60.216;-6077.227
Steel - Nickel Chrome, 40% Ni, 15% Cr;11.6;1400.0;1038.276;49;9;temp;flu;flu;flu;410.079;-2680.896;-6829.738;6580.807
Aluminum alloy 360;150.0;575.0;418.489;37;24;temp;temp;temp;flu;-187.13;322.295;207.621;-4480.747
Copper - Phosphor bronze;50.0;900.0;542.432;42;0;flu;temp;temp;temp;-5128.435;200.27;429.838;708.623
Rhenium;48.6;3180.0;-157.814;16;20;flu;temp;flu;flu;-6596.896;-101.915;-9683.43;-6816.359
Vanadium;31.3;1910.0;839.366;27;45;temp;flu;flu;flu;283.359;-2389.404;-8696.701;4677.183
Steel - Chrome Nickel, 15% Cr, 10% Ni;19.0;1400.0;317.348;31;19;temp;temp;flu;temp;962.141;668.377;-2597.391;595.058
Boron;31.7;2076.0;1907.743;1;16;flu;temp;temp;flu;5917.204;837.426;879.732;3993.747
Rubidium;58.3;39.3;-61.696;1;13;temp;flu;flu;temp;-91.061;8936.009;-7919.031;3.034
Steel - Nickel, 60% Ni;19.0;1450.0;995.174;39;43;flu;flu;flu;temp;6349.6;4800.572;-3216.28;1262.458
Steel - Stainless, Type 347;14.3;1400.0;1190.364;34;32;flu;temp;flu;flu;-2519.51;1344.741;4349.187;-4484.291
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;756.257;1;21;flu;temp;temp;flu;-4109.251;1199.356;11.907;-8049.974
Steel - Manganese, 1% Mn;50.0;1460.0;1014.267;28;19;temp;flu;flu;temp;533.191;-879.828;-5754.088;958.914
Aluminum - Silumin;164.0;577.0;1.848;14;41;temp;flu;temp;flu;-103.968;-2033.527;245.717;308.056
Molybdenum;139.0;2623.0;723.652;35;48;temp;temp;temp;flu;1844.505;1051.81;2229.682;9400.261
Steel - Hastelloy B;10.0;1390.0;1233.745;34;35;temp;flu;temp;flu;201.648;-9108.673;1166.184;6938.31
Steel - Hastelloy B;10.0;1390.0;1135.412;41;18;flu;flu;flu;temp;-3882.835;-6342.079;7695.23;1365.705
Steel - Manganese, 1% Mn;50.0;1460.0;700.557;48;24;temp;flu;flu;temp;-98.775;9091.881;4333.391;783.846
Zirconium;23.2;1855.0;702.643;41;17;flu;temp;temp;temp;-7904.949;1558.807;247.517;359.607
Copper - Red Brass;61.0;920.0;81.98;26;48;flu;flu;temp;flu;-8022.209;993.793;155.975;-7143.128
Steel - Stainless, Type 304;14.4;1400.0;1388.274;7;21;temp;temp;temp;temp;967.78;883.652;1355.323;397.452
Copper;401.0;1085.0;353.066;28;4;temp;temp;flu;flu;991.492;567.728;-1587.616;14.555
Zinc;122.0;419.0;200.423;10;28;flu;flu;flu;flu;-145.06;-8063.636;-1991.953;1063.027
Aluminum alloy 360;150.0;575.0;-171.119;13;34;flu;flu;flu;temp;5124.195;2392.183;-632.479;528.768
Copper - Admiralty Brass;111.0;900.0;868.458;28;19;flu;flu;temp;temp;-5115.055;-1290.078;440.841;104.756
Steel - Stainless, Type 347;14.3;1400.0;950.546;3;16;flu;temp;temp;temp;170.257;-103.686;241.256;1280.786
Cobalt;104.0;1495.0;-171.365;22;32;temp;temp;temp;flu;222.721;624.833;667.729;-6776.913
Lithium;79.2;180.0;-127.466;23;5;flu;flu;flu;temp;-3105.311;-5577.857;-1043.631;-44.008
Monel;26.0;1300.0;667.71;15;24;flu;flu;temp;flu;7404.753;2326.588;980.265;-9638.562
Incoloy;12.0;1390.0;130.318;3;27;temp;flu;temp;flu;1012.849;-7080.395;381.107;3972.884
Steel - Nickel, 60% Ni;19.0;1450.0;726.701;24;3;temp;flu;temp;flu;-102.077;-1842.632;1246.167;-3560.561
Steel - Chrome, 10% Cr;31.0;1480.0;785.908;22;5;temp;flu;temp;temp;684.132;-5866.542;852.399;188.375
Uranium;27.0;1132.0;287.387;39;7;flu;flu;temp;temp;-228.79;-4675.83;717.293;1070.299
Antimony;25.5;631.0;-46.325;34;24;temp;flu;temp;flu;288.786;8967.92;-111.157;9852.246
Tungsten;182.0;3422.0;2155.815;12;31;flu;flu;flu;flu;-6297.328;4248.698;-5342.16;-3345.92
Beryllium;218.0;1287.0;495.225;21;1;temp;flu;temp;temp;43.685;-414.066;460.212;40.826
Steel - Stainless, Type 304;14.4;1400.0;-23.793;45;3;temp;temp;temp;flu;-49.863;1056.24;1222.063;9518.454
Silicon;168.0;1414.0;979.371;16;40;temp;flu;temp;flu;106.809;7992.492;539.6;-8509.852
Steel - Carbon, 0.5% C;54.0;1460.0;1286.859;11;48;flu;flu;flu;temp;-27.114;3890.261;3836.099;1424.968
Sodium;135.0;97.8;-171.924;8;1;temp;temp;temp;flu;-93.296;-78.263;-167.816;5204.181
Monel;26.0;1300.0;173.589;4;24;flu;flu;flu;flu;8462.176;-4962.013;2151.596;849.162
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;420.578;29;14;temp;temp;temp;flu;820.693;1088.478;167.288;3648.637
Steel - Carbon, 1.5% C;36.0;1480.0;478.519;17;10;temp;flu;temp;temp;1163.788;1186.201;1356.182;1098.657
Cupronickel;29.0;1200.0;219.624;32;21;flu;temp;temp;temp;2905.336;274.478;548.979;-185.174
Steel - Chrome, 10% Cr;31.0;1480.0;953.351;0;37;flu;flu;flu;flu;812.254;-2860.345;9930.966;-7013.872
Steel - Carbon, 1% C;43.0;1470.0;247.445;0;33;temp;temp;temp;flu;1295.262;561.236;1198.187;9600.564
Aluminum alloy 2014, annealed;190.0;507.0;245.014;3;10;flu;flu;temp;temp;3230.031;1027.752;37.544;-124.418
Copper - Brass (Yellow Brass);111.0;920.0;168.216;18;22;temp;flu;temp;temp;825.897;3032.395;46.924;552.989
Cupronickel;29.0;1200.0;47.036;49;29;temp;flu;temp;temp;-89.381;8474.204;919.018;-128.695
Cesium;36.1;28.5;18.259;0;45;flu;flu;temp;temp;3181.039;2773.928;-163.194;-158.713
Aluminum;236.0;660.0;-70.539;8;15;flu;flu;temp;flu;4882.079;7448.185;-21.984;5815.857
Steel - Carbon, 1.5% C;36.0;1480.0;897.745;44;45;flu;temp;flu;flu;6328.188;1260.983;-8899.991;-7359.584
Cupronickel;29.0;1200.0;388.943;25;25;flu;temp;flu;flu;-8295.068;1076.356;-9697.324;6746.647
Steel - Stainless, Type 304;14.4;1400.0;357.113;26;0;temp;temp;temp;flu;707.034;-179.309;703.444;-52.989
Beryllium;218.0;1287.0;238.75;49;16;temp;flu;flu;temp;803.716;7439.902;316.55;-173.309
Beryllium copper 25;80.0;870.0;418.855;47;24;flu;flu;temp;flu;8843.605;7021.676;157.108;2565.421
Cesium;36.1;28.5;-50.096;1;3;flu;flu;flu;temp;-7557.501;5589.318;9959.573;-21.587
Silver;428.0;961.0;633.916;46;3;temp;temp;flu;flu;-144.934;416.707;-836.109;2350.04
Tungsten;182.0;3422.0;2761.483;6;44;temp;temp;temp;flu;47.728;2374.333;2635.252;-6399.476
Steel - Nickel, 40% Ni;10.0;1450.0;1363.315;36;47;temp;flu;temp;flu;113.16;-5212.823;1323.15;-5216.769
Hafnium;23.3;2233.0;963.082;27;46;temp;flu;flu;temp;428.119;-8745.986;-1782.89;268.098
Aluminum alloy 360;150.0;575.0;303.806;10;2;temp;temp;flu;flu;548.083;361.574;3444.816;-1909.846
Nickel;94.0;1455.0;947.433;12;25;flu;flu;flu;temp;6824.859;2478.943;-7269.645;115.415
Rhenium;48.6;3180.0;2343.239;10;3;flu;temp;temp;flu;9697.701;2119.404;1416.855;4506.188
Aluminum alloy 360;150.0;575.0;224.369;21;38;flu;flu;temp;temp;-81.371;2664.743;-144.024;-153.746
Iron;83.5;1538.0;113.757;33;42;flu;flu;temp;temp;4503.896;6863.987;122.303;-8.408
Mercury;28.9;-39.0;-130.719;13;22;flu;flu;temp;flu;-9863.057;-5147.041;-86.602;-8492.435
Monel;26.0;1300.0;231.868;38;39;flu;temp;temp;flu;4462.924;883.229;422.163;-9124.779
Hafnium;23.3;2233.0;1434.102;44;1;flu;flu;flu;temp;1529.508;-6046.061;8465.315;1627.592
Aluminum bronze;70.0;1027.0;199.915;37;11;flu;temp;temp;flu;-2108.507;644.799;981.084;-5703.649
Aluminum alloy 360;150.0;575.0;80.618;45;5;flu;flu;flu;flu;7921.41;2051.343;-3768.424;2286.934
Iron;83.5;1538.0;971.557;37;31;temp;flu;flu;flu;1166.452;-9162.76;5431.456;-2492.584
Steel - Carbon, 0.5% C;54.0;1460.0;-5.881;38;22;flu;temp;temp;flu;-6560.243;1273.913;109.582;-3221.716
Iron;83.5;1538.0;386.937;26;16;flu;temp;temp;flu;-3644.982;1494.232;1132.502;7806.292
Lithium;79.2;180.0;-171.125;29;12;flu;temp;flu;temp;-9134.993;-182.49;-280.423;52.507
Steel - Nickel, 40% Ni;10.0;1450.0;-100.334;28;21;flu;temp;temp;temp;-3668.32;1307.959;-150.384;288.264
Thorium;42.0;1750.0;159.622;35;8;temp;flu;flu;temp;193.967;-9494.477;9404.909;1617.929
Molybdenum;139.0;2623.0;462.931;10;37;temp;temp;flu;flu;1433.097;1246.0;4283.805;8216.865
Cadmium;97.5;321.0;-39.522;19;33;temp;flu;temp;flu;264.579;5009.031;56.088;6876.389
Rhenium;48.6;3180.0;2198.799;10;16;temp;temp;flu;temp;360.85;3125.291;4464.705;2080.4
Steel - Chrome, 5% Cr;40.0;1480.0;1310.36;23;13;flu;flu;flu;flu;4907.485;2347.602;-5772.183;-5349.878
Steel - Chrome, 1% Cr;61.0;1480.0;-184.497;41;36;temp;temp;temp;flu;248.402;164.832;196.279;4556.294
Copper - Cartridge Brass;120.0;920.0;587.556;4;24;temp;flu;temp;flu;-29.971;8525.775;82.441;-8427.237
Magnesium alloy AZ31B;100.0;620.0;357.751;13;30;temp;flu;flu;temp;509.025;-5744.342;6690.378;117.389
Molybdenum;139.0;2623.0;1867.294;9;12;flu;flu;flu;flu;9913.387;-302.835;2107.932;8240.767
Germanium;66.7;938.0;651.214;5;42;flu;flu;temp;temp;7387.11;-7404.637;75.725;148.228
Boron;31.7;2076.0;1866.321;40;49;temp;temp;temp;temp;501.119;-156.797;811.498;2023.222
Palladium;75.5;1554.0;432.141;16;40;flu;temp;temp;flu;-1043.489;748.685;535.852;6871.699
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;307.166;3;19;temp;flu;flu;temp;191.681;4670.953;7190.592;403.001
Copper - German Silver (Maillechort);24.9;900.0;841.267;36;46;temp;temp;temp;temp;866.657;844.897;596.367;537.999
Molybdenum;139.0;2623.0;1511.405;8;37;flu;temp;temp;temp;7382.66;1125.6;1203.99;391.067
Plutonium;8.0;639.0;-119.153;10;8;flu;temp;temp;flu;4593.124;422.488;108.681;3111.778
Copper - Brass (Yellow Brass);111.0;920.0;-98.957;31;46;flu;flu;flu;temp;-7466.855;-757.28;542.818;457.053
Inconel;15.0;1390.0;-149.18;0;35;temp;temp;temp;temp;-59.174;-177.34;355.811;86.547
Tungsten;182.0;3422.0;1990.452;2;37;flu;flu;temp;flu;-1253.715;-328.126;2430.094;-7978.383
Copper - Admiralty Brass;111.0;900.0;78.175;23;22;temp;temp;temp;flu;-56.882;602.596;596.505;-5025.6
Molybdenum;139.0;2623.0;2244.28;27;11;temp;flu;temp;temp;2013.242;1068.818;50.569;-124.363
Hastelloy C;12.0;1390.0;85.212;46;26;flu;flu;flu;temp;-5163.543;1763.265;162.26;462.164
Tantalum;57.4;3017.0;1600.793;28;32;flu;temp;temp;temp;9144.518;1470.736;609.212;735.668
Copper - Brass (Yellow Brass);111.0;920.0;573.034;2;15;flu;flu;temp;flu;7927.606;-950.226;503.02;-3824.588
Cobalt;104.0;1495.0;-173.907;3;9;temp;flu;flu;temp;1455.541;-9021.841;-5411.692;277.296
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;486.574;33;44;temp;temp;flu;flu;714.38;-152.883;7348.368;-2917.37
Bismuth;8.2;271.0;219.67;37;49;temp;temp;temp;temp;-163.86;-46.444;129.548;24.717
Steel - Hastelloy C;8.7;1390.0;1008.945;5;5;temp;temp;flu;flu;595.04;-75.406;7761.653;6858.653
Incoloy;12.0;1390.0;394.263;4;30;flu;flu;temp;temp;-7216.215;-8485.2;233.164;1332.641
Copper - Admiralty Brass;111.0;900.0;-164.52;44;25;temp;flu;temp;temp;337.33;1348.322;490.784;-81.035
Boron;31.7;2076.0;1680.01;21;37;temp;temp;flu;temp;-111.181;1632.25;5069.804;1240.746
Gold;318.0;1064.0;1011.804;16;11;temp;flu;temp;flu;292.551;-2078.424;40.516;-4818.894
Steel - Nickel Chrome, 80% Ni, 15% Cr;17.0;1400.0;760.908;32;44;temp;flu;flu;flu;1084.539;-7398.214;9737.0;-1510.317
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;94.771;0;23;temp;flu;flu;flu;477.746;2048.129;3298.747;-7784.189
Steel - Nickel, 10% Ni;26.0;1450.0;225.044;25;30;flu;temp;temp;temp;-271.623;866.772;1264.046;-143.251
Aluminum alloy 3003, rolled;190.0;643.0;156.841;12;28;temp;temp;temp;flu;252.404;25.569;175.242;6477.495
Steel - Chrome, 5% Cr;40.0;1480.0;1450.49;49;12;temp;temp;flu;flu;76.18;1411.122;9167.777;5833.027
Zinc;122.0;419.0;207.403;8;13;temp;temp;flu;flu;190.172;-189.788;-3046.813;-2494.808
Aluminum alloy 360;150.0;575.0;79.936;34;28;temp;temp;temp;flu;498.649;529.97;386.533;-9961.604
Steel - Stainless, Type 304;14.4;1400.0;1186.314;7;3;temp;temp;flu;temp;238.65;202.317;-1919.189;68.02
Titanium;22.4;1668.0;-74.003;47;42;temp;temp;temp;flu;1620.157;281.135;-38.019;-7986.685
Aluminum alloy 2014, annealed;190.0;507.0;291.899;28;46;flu;temp;flu;temp;6058.37;406.316;-2216.272;104.57
Nickel;94.0;1455.0;821.501;44;46;flu;flu;flu;temp;-2980.3;7653.69;4753.808;1242.919
Steel - Nickel, 60% Ni;19.0;1450.0;-174.326;30;47;temp;temp;flu;temp;1305.215;916.436;8342.123;200.28
Steel - Nickel, 40% Ni;10.0;1450.0;1345.421;45;33;temp;temp;flu;flu;771.551;393.376;4584.317;8646.994
Tungsten;182.0;3422.0;2689.865;40;16;temp;flu;temp;temp;1430.866;-3379.477;2231.775;2740.284
Palladium;75.5;1554.0;1484.525;12;29;flu;temp;temp;flu;9416.051;1298.719;1209.24;-8384.779
Manganese;7.68;1246.0;169.094;2;27;flu;temp;temp;temp;-7017.587;99.016;89.246;609.379
Iridium;148.0;2446.0;2104.303;40;9;flu;temp;temp;flu;-4642.921;1332.914;1698.257;2862.925
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;562.951;25;10;flu;temp;temp;flu;-7700.164;93.809;214.943;3290.864
Beryllium copper 25;80.0;870.0;643.082;8;20;temp;temp;temp;temp;367.091;575.247;318.001;501.767
Gold;318.0;1064.0;490.264;1;0;flu;temp;flu;flu;-1459.346;607.016;-2938.992;-443.175
Copper;401.0;1085.0;1073.813;36;43;temp;flu;temp;flu;922.197;-1806.654;768.077;1510.8
Magnesium;157.0;650.0;603.9;47;31;flu;temp;temp;temp;-1216.742;-189.894;-44.728;75.562
Manganese;7.68;1246.0;-81.892;8;26;temp;temp;flu;temp;898.124;-168.986;4356.319;-29.309
Steel - Hastelloy B;10.0;1390.0;426.802;17;25;flu;temp;flu;flu;-5423.366;-112.081;-4554.761;7096.133
Indium;83.7;157.0;94.575;26;1;temp;temp;temp;temp;-97.366;-21.697;-75.691;-172.876
Magnesium alloy AZ31B;100.0;620.0;339.75;28;45;temp;flu;temp;flu;-66.089;-3237.352;65.629;-8440.879
Copper - Constantan (60% Cu, 40% Ni);22.7;1200.0;632.156;22;47;temp;flu;temp;flu;578.149;-6139.837;708.449;-6438.318
Mercury;28.9;-39.0;-147.237;13;27;flu;temp;flu;flu;3552.29;-129.993;7160.426;5217.41
Copper - German Silver (Maillechort);24.9;900.0;500.736;37;11;temp;flu;flu;temp;596.531;-9300.692;7127.683;198.346
Steel - Carbon, 0.5% C;54.0;1460.0;958.138;48;18;flu;temp;flu;temp;8190.395;-130.276;2442.717;785.282
Vanadium;31.3;1910.0;790.242;11;38;flu;flu;flu;temp;-1304.256;1678.91;-7015.618;5.9
Silver;428.0;961.0;908.811;43;17;temp;temp;temp;temp;520.974;-30.703;583.761;176.824
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;-124.733;15;13;flu;temp;temp;temp;8617.958;156.411;170.574;620.421
Copper - Phosphor bronze;50.0;900.0;-86.719;37;21;flu;temp;temp;temp;-8287.509;325.296;73.19;262.09
Steel - Carbon, 1.5% C;36.0;1480.0;463.707;31;49;temp;flu;temp;flu;1308.614;-8859.789;1074.844;3387.103
Tungsten;182.0;3422.0;2040.742;22;49;flu;temp;temp;flu;4874.042;764.418;2587.671;658.919
Tungsten;182.0;3422.0;615.026;1;9;temp;temp;flu;flu;2029.004;2178.794;6642.394;-9142.058
Platinum;71.5;1768.0;1675.422;16;41;flu;flu;temp;flu;7943.887;-2024.219;1729.403;2324.96
Steel - Chrome Nickel, 20% Cr, 15% Ni;15.1;1400.0;495.847;10;43;temp;flu;temp;temp;1135.99;8064.309;295.303;785.376
Copper - Admiralty Brass;111.0;900.0;72.905;41;1;flu;flu;flu;temp;-6232.355;9547.314;2828.284;-104.465
Copper - Phosphor bronze;50.0;900.0;72.768;5;1;temp;temp;temp;temp;-64.387;448.454;679.514;666.85
Uranium;27.0;1132.0;-150.63;35;40;temp;temp;flu;temp;134.977;341.489;7604.146;187.416
Vanadium;31.3;1910.0;1822.355;39;3;temp;flu;temp;flu;1004.345;2949.18;992.851;-177.004
Steel - Nickel, 40% Ni;10.0;1450.0;580.27;12;3;flu;temp;flu;flu;3898.774;941.138;-5933.492;2902.976
Mercury;28.9;-39.0;-116.481;16;46;temp;flu;temp;temp;-154.238;7061.542;-49.577;-143.439
Steel - Nickel Chrome, 40% Ni, 15% Cr;11.6;1400.0;1232.321;13;49;flu;flu;flu;flu;1328.292;7341.075;-7838.969;3964.381
Sodium;135.0;97.8;-186.647;48;24;flu;temp;temp;flu;-8860.985;-115.005;84.964;-9177.304
Copper - Admiralty Brass;111.0;900.0;-127.236;0;24;flu;temp;flu;flu;6858.059;817.461;6966.699;-9877.112
Inconel;15.0;1390.0;-172.927;36;21;flu;flu;temp;flu;-9546.254;-4681.531;665.024;2956.494
Rhodium;151.0;1964.0;745.099;10;41;flu;flu;temp;flu;-6550.443;-9984.61;-86.503;-2611.42
Titanium;22.4;1668.0;955.285;26;46;temp;flu;temp;temp;518.554;8920.177;517.428;218.235
Steel - Carbon, 1% C;43.0;1470.0;873.736;5;21;temp;flu;flu;flu;270.701;8247.969;-4701.733;-1904.043
Steel - Nickel, 10% Ni;26.0;1450.0;955.132;15;2;temp;temp;temp;flu;257.928;502.803;1264.101;3714.159
Cadmium;97.5;321.0;-189.87;22;8;flu;temp;temp;temp;4245.719;-182.223;151.528;83.875
Iron;83.5;1538.0;-159.65;33;22;flu;flu;temp;flu;-8229.818;2003.635;66.158;-7765.016
Monel;26.0;1300.0;348.461;34;2;temp;temp;temp;temp;764.054;565.069;578.213;-154.95
Germanium;66.7;938.0;81.328;46;10;temp;temp;temp;temp;919.397;501.081;-70.163;190.85
Chromium;94.8;1907.0;212.82;35;2;flu;flu;flu;flu;-4465.17;-7455.31;8604.426;6626.616
Magnesium;157.0;650.0;129.299;3;31;temp;flu;temp;temp;159.45;2247.335;-12.043;164.358
Copper - Phosphor bronze;50.0;900.0;-78.796;39;38;temp;flu;temp;temp;432.918;6945.151;606.929;851.92
Copper - Aluminum Bronze (95% Cu, 5% Al);83.0;1027.0;280.379;18;20;flu;flu;temp;temp;6621.409;-5084.853;311.126;132.29
Aluminum alloy 2014, annealed;190.0;507.0;-152.412;15;29;temp;temp;temp;flu;391.63;378.067;-78.997;-9333.855
Copper - Brass (Yellow Brass);111.0;920.0;127.632;18;22;temp;temp;flu;flu;591.681;679.976;763.628;2073.843
Lead;35.5;327.0;-148.735;22;27;flu;temp;temp;flu;8287.727;86.696;152.346;-1638.441
Niobium;53.3;2477.0;96.931;48;39;temp;temp;temp;flu;899.874;1805.637;69.297;3985.735
Silicon;168.0;1414.0;182.703;37;15;flu;temp;temp;temp;-6778.342;1314.878;606.373;594.697
Sodium;135.0;97.8;83.069;25;19;temp;temp;temp;temp;-56.015;56.724;-167.008;-58.164
Copper - Phosphor bronze;50.0;900.0;481.859;49;1;flu;flu;temp;temp;6169.208;2746.778;137.838;315.374
Solder 50-50;50.0;183.0;43.121;15;11;flu;flu;flu;temp;2848.392;1290.519;3049.537;-161.465
Incoloy;12.0;1390.0;505.037;8;5;temp;flu;temp;flu;-181.999;-7794.997;1114.817;-1228.407
Tungsten;182.0;3422.0;1981.726;45;8;flu;temp;flu;flu;2557.639;-44.5;-43.467;7971.72
Aluminum - Duralumin;164.0;650.0;514.881;30;15;temp;flu;temp;flu;220.876;-5754.095;201.548;8826.551
Molybdenum;139.0;2623.0;1582.097;42;46;temp;temp;temp;flu;624.252;2199.026;921.94;1371.921
Cadmium;97.5;321.0;203.217;45;12;temp;flu;temp;flu;134.285;714.609;173.059;6923.814
Aluminum - Duralumin;164.0;650.0;24.618;9;28;temp;temp;temp;temp;243.32;558.926;-59.225;-124.948
Bismuth;8.2;271.0;-126.292;35;30;temp;temp;flu;temp;148.847;-129.114;576.07;-83.745
Rhenium;48.6;3180.0;2778.176;36;16;temp;temp;flu;flu;1202.74;1583.494;-3334.648;-4580.704
Steel - Hastelloy B;10.0;1390.0;-173.598;7;24;flu;temp;temp;temp;5458.942;158.325;12.781;489.706
Titanium;22.4;1668.0;483.368;40;13;flu;temp;flu;temp;-456.42;917.477;-1249.379;655.574
Selenium;0.52;221.0;178.504;4;0;temp;flu;flu;flu;69.385;8647.319;-4955.731;-3907.398
Lithium;79.2;180.0;-94.582;8;27;temp;flu;temp;flu;110.324;-1166.107;138.127;-29.949
Platinum;71.5;1768.0;488.623;42;13;temp;temp;flu;flu;1606.765;1132.039;-2025.37;-4492.39
Copper - Cartridge Brass;120.0;920.0;322.23;22;36;flu;flu;flu;flu;-4631.635;-7539.972;-2153.696;5997.342
Magnesium alloy AZ31B;100.0;620.0;429.15;13;32;flu;temp;temp;flu;-4561.736;223.266;287.118;-7638.468
Steel - Carbon, 1% C;43.0;1470.0;121.635;45;45;temp;flu;temp;temp;-190.009;-8779.997;315.968;449.856
Copper - Cartridge Brass;120.0;920.0;418.074;39;46;flu;temp;temp;temp;3941.883;289.721;-26.744;833.947
Antimony;25.5;631.0;618.348;9;42;temp;flu;flu;flu;-20.152;-9458.833;4619.64;-3105.214
Copper - Brass (Yellow Brass);111.0;920.0;540.454;15;35;temp;temp;flu;temp;754.331;117.67;-3426.426;160.655
Hastelloy C;12.0;1390.0;753.351;23;10;flu;flu;temp;temp;2257.109;3560.409;997.235;708.247
Silver;428.0;961.0;815.826;33;45;flu;temp;flu;flu;9861.555;764.873;1154.563;3386.156
Cobalt;104.0;1495.0;832.602;27;24;flu;temp;temp;flu;-2391.181;-79.725;448.789;-7400.276
Lithium;79.2;180.0;136.776;5;37;flu;temp;flu;flu;5221.26;53.749;7082.017;-446.105
Steel - Tungsten, 1% W;66.0;1450.0;-66.47;30;19;flu;flu;flu;temp;-6379.364;-1255.069;-7419.979;79.314
